date,sku;units,genre,hour
8-Dec-2011,87A4E4-25CB99-ECC5CE-9C88F3-D8470A-CC2B77-77AA3D-AED206-647EED;17|12|12|7|8|18|15|13|4,masc,11:43
9-Dec-2011,ECC5CE-D8470A-AED206-87A4E4-25CB99;7|8|11|5|5,Fem,20:48
10-Dec-2011,CC2B77-4E3B4C-25CB99-77AA3D-AED206-87A4E4-ECC5CE-9C88F3;13|16|13|7|13|10|15|19,Masc,11:43
11-Dec-2011,D8470A-ECC5CE-77AA3D-25CB99-87A4E4-4E3B4C-9C88F3-CC2B77-AED206-647EED;6|19|11|18|10|11|16|19|8|7,F,17:18
12-Dec-2011,ECC5CE-87A4E4-CC2B77-647EED-9C88F3-77AA3D-D8470A-AED206-4E3B4C-25CB99;10|14|18|13|17|11|8|12|16|7,M,14:40
13-Dec-2011,CC2B77-9C88F3-4E3B4C-25CB99-D8470A-647EED-ECC5CE-AED206-77AA3D-87A4E4;5|11|12|9|15|9|14|18|9|19,Masc,9:11
14-Dec-2011,647EED-9C88F3-AED206-D8470A-25CB99-87A4E4-77AA3D-4E3B4C-CC2B77-ECC5CE;4|18|13|5|17|8|4|5|20|13,-,18:19
15-Dec-2011,87A4E4-77AA3D-D8470A-ECC5CE;5|12|16|13,Masc,18:37
16-Dec-2011,87A4E4-AED206-4E3B4C-647EED-77AA3D-CC2B77-9C88F3-25CB99-ECC5CE;18|7|10|12|20|9|20|12|11,Fem,8:52
17-Dec-2011,CC2B77-4E3B4C-9C88F3-25CB99;4|19|19|8,Female,18:17
18-Dec-2011,AED206-4E3B4C-ECC5CE-87A4E4-9C88F3-77AA3D-CC2B77-25CB99-D8470A-647EED;4|6|11|13|11|4|11|15|15|7,fem,15:06
19-Dec-2011,647EED-CC2B77-ECC5CE-77AA3D-AED206;17|20|6|9|11,F,11:13
20-Dec-2011,77AA3D-9C88F3-D8470A-25CB99;7|10|8|16,Female,15:42
21-Dec-2011,ECC5CE-D8470A-647EED-4E3B4C-CC2B77-87A4E4-25CB99;15|19|12|18|6|15|11,Masc,19:26
22-Dec-2011,25CB99-CC2B77-ECC5CE-9C88F3-77AA3D-D8470A-AED206-647EED-87A4E4;14|11|19|5|8|7|18|9|14,Female,13:16
23-Dec-2011,ECC5CE-D8470A-77AA3D-AED206-25CB99-CC2B77-4E3B4C-87A4E4;17|14|11|7|20|7|16|13,Female,11:12
24-Dec-2011,647EED-25CB99-4E3B4C;11|19|5,-,12:17
25-Dec-2011,AED206-4E3B4C-9C88F3-25CB99-647EED;17|18|14|12|20,Female,10:24
26-Dec-2011,AED206-4E3B4C-25CB99-87A4E4-9C88F3-CC2B77-77AA3D-647EED;16|7|12|7|7|14|13|20,F,8:45
27-Dec-2011,647EED-9C88F3-87A4E4-AED206;18|9|12|10,-,10:37
28-Dec-2011,77AA3D-AED206-9C88F3;6|11|20,Male,15:40
29-Dec-2011,647EED-ECC5CE-77AA3D-9C88F3;14|19|5|9,Fem,20:41
30-Dec-2011,CC2B77-9C88F3-D8470A-77AA3D-AED206-25CB99-ECC5CE-87A4E4-4E3B4C-647EED;5|14|10|16|15|20|17|5|5|18,Masc,18:34
31-Dec-2011,77AA3D-25CB99-D8470A;16|5|6,Fem,9:20
1-Jan-2012,AED206-4E3B4C-CC2B77-87A4E4;17|17|19|6,Fem,8:23
2-Jan-2012,ECC5CE-87A4E4-647EED-4E3B4C-AED206-9C88F3;18|17|16|10|18|11,Masc,19:32
3-Jan-2012,AED206-D8470A-9C88F3-87A4E4-ECC5CE-25CB99-77AA3D-CC2B77-647EED-4E3B4C;8|7|5|9|4|20|10|8|10|11,Fem,19:23
4-Jan-2012,25CB99-647EED-ECC5CE-9C88F3-77AA3D;18|4|13|13|5,masc,15:48
5-Jan-2012,AED206-4E3B4C-CC2B77-ECC5CE-D8470A;11|10|11|9|9,Fem,8:47
6-Jan-2012,AED206-77AA3D-4E3B4C-ECC5CE-CC2B77-87A4E4-D8470A;15|5|5|17|7|6|4,-,15:24
7-Jan-2012,25CB99-77AA3D-647EED-CC2B77-4E3B4C-87A4E4-D8470A-ECC5CE-9C88F3-AED206;10|15|5|10|17|9|11|18|16|12,masc,14:36
8-Jan-2012,ECC5CE-AED206-647EED-9C88F3;11|13|18|16,Fem,17:51
9-Jan-2012,647EED-CC2B77-4E3B4C;19|6|15,Masc,20:07
10-Jan-2012,CC2B77-AED206-4E3B4C-ECC5CE;9|10|11|4,Male,9:09
11-Jan-2012,AED206-D8470A-CC2B77-25CB99-87A4E4;7|15|12|19|17,Female,17:34
12-Jan-2012,AED206-77AA3D-25CB99-ECC5CE-CC2B77-4E3B4C-87A4E4;18|9|17|9|5|8|19,Fem,8:45
13-Jan-2012,647EED-87A4E4-CC2B77-AED206-ECC5CE-25CB99-D8470A-9C88F3;12|9|16|10|4|11|11|20,Fem,10:21
14-Jan-2012,87A4E4-D8470A-647EED-77AA3D-9C88F3-25CB99-ECC5CE;12|10|4|16|10|6|14,-,19:40
15-Jan-2012,CC2B77-D8470A-87A4E4-4E3B4C;19|13|4|4,fem,17:45
16-Jan-2012,ECC5CE-647EED-CC2B77-9C88F3-4E3B4C;14|19|17|4|11,Fem,20:14
17-Jan-2012,4E3B4C-87A4E4-77AA3D-D8470A-647EED;19|16|17|12|9,F,17:02
18-Jan-2012,AED206-87A4E4-CC2B77-25CB99-647EED-ECC5CE-77AA3D-D8470A;16|17|15|10|7|19|11|17,Fem,13:36
19-Jan-2012,ECC5CE-D8470A-9C88F3;17|18|14,Female,10:38
20-Jan-2012,D8470A-AED206-9C88F3;20|10|18,Male,13:06
21-Jan-2012,77AA3D-25CB99-87A4E4-4E3B4C-CC2B77;17|5|4|17|9,Masc,12:14
22-Jan-2012,25CB99-ECC5CE-CC2B77-647EED-77AA3D-4E3B4C-AED206-9C88F3-D8470A;17|20|14|20|18|7|18|17|7,fem,14:44
23-Jan-2012,77AA3D-4E3B4C-9C88F3-647EED-AED206-25CB99;9|18|11|13|8|4,M,12:22
24-Jan-2012,ECC5CE-77AA3D-9C88F3-87A4E4-647EED-D8470A-CC2B77-AED206-25CB99-4E3B4C;9|10|20|18|8|9|17|14|17|10,Fem,8:55
25-Jan-2012,77AA3D-4E3B4C-CC2B77-AED206;5|15|16|15,Fem,18:36
26-Jan-2012,87A4E4-9C88F3-4E3B4C;7|20|19,Fem,14:07
27-Jan-2012,AED206-77AA3D-647EED-CC2B77-87A4E4;14|14|5|11|5,F,11:30
28-Jan-2012,9C88F3-87A4E4-ECC5CE-647EED;15|4|12|19,Fem,19:34
29-Jan-2012,ECC5CE-AED206-25CB99-4E3B4C-87A4E4-CC2B77-77AA3D;5|12|5|4|18|16|19,masc,16:29
30-Jan-2012,647EED-87A4E4-4E3B4C-9C88F3-CC2B77-ECC5CE;17|18|17|15|17|12,Masc,14:06
31-Jan-2012,9C88F3-4E3B4C-AED206-D8470A;15|15|5|17,Masc,10:50
1-Feb-2012,647EED-9C88F3-25CB99;17|10|11,fem,9:48
2-Feb-2012,87A4E4-77AA3D-D8470A-25CB99-ECC5CE-9C88F3-AED206-647EED-4E3B4C;7|10|6|19|6|19|6|17|18,Masc,20:44
3-Feb-2012,9C88F3-87A4E4-ECC5CE-D8470A-CC2B77-AED206-25CB99;5|17|18|5|15|12|14,Masc,11:27
4-Feb-2012,9C88F3-ECC5CE-647EED-87A4E4;4|12|13|11,masc,10:47
5-Feb-2012,25CB99-9C88F3-87A4E4-AED206-ECC5CE;16|5|4|8|20,Male,12:19
6-Feb-2012,77AA3D-4E3B4C-D8470A;20|6|17,Female,20:41
7-Feb-2012,25CB99-77AA3D-ECC5CE-647EED-CC2B77-D8470A-4E3B4C-87A4E4;14|17|5|10|18|20|5|8,Female,17:02
8-Feb-2012,AED206-4E3B4C-25CB99-CC2B77-D8470A-9C88F3;4|17|18|6|8|20,Masc,8:02
9-Feb-2012,87A4E4-9C88F3-D8470A-CC2B77-647EED-77AA3D-25CB99-AED206-ECC5CE-4E3B4C;17|12|18|12|13|16|4|12|14|20,fem,11:01
10-Feb-2012,87A4E4-CC2B77-77AA3D-647EED-AED206-D8470A-ECC5CE-4E3B4C-9C88F3-25CB99;13|7|8|9|18|14|18|9|16|7,Masc,9:45
11-Feb-2012,647EED-ECC5CE-AED206-D8470A;5|17|7|20,Female,19:49
12-Feb-2012,77AA3D-25CB99-ECC5CE-CC2B77-D8470A-4E3B4C-9C88F3-647EED-87A4E4;7|14|9|11|16|18|19|9|4,Female,10:54
13-Feb-2012,D8470A-647EED-9C88F3-CC2B77-AED206-4E3B4C-ECC5CE;16|7|18|9|19|7|20,-,16:55
14-Feb-2012,ECC5CE-25CB99-9C88F3-647EED-D8470A-AED206-CC2B77-77AA3D-87A4E4-4E3B4C;18|19|18|6|14|18|11|9|7|6,Male,14:07
15-Feb-2012,647EED-AED206-CC2B77-9C88F3-87A4E4;14|8|16|11|18,-,14:35
16-Feb-2012,25CB99-9C88F3-4E3B4C-AED206-CC2B77-647EED;6|18|13|20|17|16,M,18:38
17-Feb-2012,9C88F3-77AA3D-4E3B4C;15|15|14,M,19:54
18-Feb-2012,AED206-87A4E4-4E3B4C-D8470A;12|9|14|14,-,18:13
19-Feb-2012,CC2B77-4E3B4C-647EED-AED206;15|12|17|18,M,20:50
20-Feb-2012,CC2B77-87A4E4-ECC5CE-77AA3D-647EED;16|9|13|12|6,F,19:54
21-Feb-2012,AED206-9C88F3-ECC5CE-D8470A-4E3B4C;20|8|16|7|12,masc,17:08
22-Feb-2012,647EED-87A4E4-D8470A-9C88F3-4E3B4C;17|20|12|7|5,fem,8:14
23-Feb-2012,D8470A-25CB99-647EED-9C88F3-ECC5CE-CC2B77;4|6|18|9|4|15,-,16:15
24-Feb-2012,D8470A-4E3B4C-9C88F3-87A4E4-ECC5CE-CC2B77-AED206-647EED-25CB99;16|4|4|14|13|17|11|11|9,Male,19:25
25-Feb-2012,4E3B4C-87A4E4-77AA3D-25CB99-647EED-AED206;13|14|14|8|10|8,F,8:53
26-Feb-2012,9C88F3-D8470A-4E3B4C-87A4E4-CC2B77;12|7|16|18|13,Male,20:13
27-Feb-2012,CC2B77-ECC5CE-25CB99;15|8|9,fem,11:05
28-Feb-2012,4E3B4C-647EED-D8470A-9C88F3-77AA3D-ECC5CE-25CB99;5|8|7|10|6|8|16,M,15:13
29-Feb-2012,D8470A-647EED-87A4E4-CC2B77-9C88F3-ECC5CE-4E3B4C-AED206-25CB99-77AA3D;4|10|7|18|12|16|11|9|13|19,Fem,11:35
1-Mar-2012,87A4E4-CC2B77-4E3B4C-ECC5CE-77AA3D-25CB99-AED206;7|20|9|13|17|20|8,Female,15:20
2-Mar-2012,AED206-9C88F3-D8470A-CC2B77-87A4E4-4E3B4C-647EED-25CB99-77AA3D;13|16|8|14|6|15|4|6|20,M,9:06
3-Mar-2012,77AA3D-647EED-4E3B4C-AED206;18|14|18|4,Fem,17:35
4-Mar-2012,647EED-25CB99-4E3B4C-CC2B77-87A4E4-AED206-ECC5CE-77AA3D-9C88F3;8|8|16|9|4|4|10|14|15,fem,10:08
5-Mar-2012,25CB99-9C88F3-AED206-D8470A;13|7|8|16,-,13:16
6-Mar-2012,AED206-87A4E4-D8470A-9C88F3-25CB99;9|20|20|9|8,Masc,16:31
7-Mar-2012,4E3B4C-87A4E4-647EED-77AA3D-25CB99-9C88F3-ECC5CE-AED206-D8470A-CC2B77;18|9|8|19|6|9|10|8|11|9,Fem,20:52
8-Mar-2012,AED206-25CB99-D8470A-CC2B77-77AA3D-9C88F3-ECC5CE;8|13|14|5|15|4|15,masc,17:06
9-Mar-2012,9C88F3-77AA3D-CC2B77-4E3B4C-ECC5CE-25CB99-AED206-87A4E4-647EED-D8470A;19|4|4|4|4|16|11|18|7|12,Female,16:32
10-Mar-2012,77AA3D-87A4E4-CC2B77-4E3B4C-D8470A-9C88F3;18|12|11|8|14|17,Masc,17:32
11-Mar-2012,AED206-77AA3D-4E3B4C-ECC5CE-CC2B77;16|18|20|14|7,fem,8:38
12-Mar-2012,647EED-ECC5CE-AED206-D8470A-4E3B4C-CC2B77-25CB99-9C88F3;8|17|11|9|9|5|16|7,Masc,10:13
13-Mar-2012,647EED-77AA3D-CC2B77-ECC5CE-4E3B4C-D8470A-25CB99-87A4E4-9C88F3-AED206;9|16|5|9|19|7|8|14|18|20,Male,11:05
14-Mar-2012,CC2B77-9C88F3-87A4E4-77AA3D-4E3B4C-647EED-D8470A;14|9|6|15|8|4|16,masc,14:01
15-Mar-2012,77AA3D-647EED-4E3B4C-ECC5CE;19|19|20|8,Fem,18:27
16-Mar-2012,87A4E4-4E3B4C-647EED-ECC5CE-D8470A;11|11|6|18|15,fem,19:14
17-Mar-2012,87A4E4-9C88F3-4E3B4C;14|11|10,-,18:08
18-Mar-2012,87A4E4-77AA3D-CC2B77-D8470A;5|16|7|13,Fem,20:20
19-Mar-2012,ECC5CE-CC2B77-647EED-9C88F3-D8470A-25CB99-AED206;11|10|13|18|11|6|18,Fem,12:29
20-Mar-2012,87A4E4-CC2B77-AED206;7|12|18,masc,15:27
21-Mar-2012,87A4E4-77AA3D-ECC5CE-4E3B4C-9C88F3-25CB99-AED206-D8470A;6|11|17|11|4|12|10|10,Masc,19:21
22-Mar-2012,CC2B77-4E3B4C-9C88F3-77AA3D-87A4E4-ECC5CE;4|16|18|15|12|20,-,12:52
23-Mar-2012,CC2B77-AED206-9C88F3-ECC5CE-87A4E4;9|11|15|6|12,Fem,8:21
24-Mar-2012,D8470A-CC2B77-ECC5CE-25CB99-4E3B4C-9C88F3-AED206;5|16|18|13|7|9|7,-,9:35
25-Mar-2012,77AA3D-9C88F3-D8470A-647EED-25CB99-87A4E4;17|12|15|12|15|15,Female,14:52
26-Mar-2012,87A4E4-ECC5CE-647EED-4E3B4C-9C88F3-D8470A-25CB99-CC2B77;15|19|6|16|8|4|7|10,Masc,20:05
27-Mar-2012,4E3B4C-77AA3D-647EED-D8470A;17|6|14|14,Masc,14:07
28-Mar-2012,25CB99-AED206-CC2B77-D8470A-647EED-9C88F3;17|6|14|9|4|17,M,19:44
29-Mar-2012,D8470A-ECC5CE-9C88F3-647EED-87A4E4-AED206-4E3B4C;10|18|18|7|16|7|12,masc,16:23
30-Mar-2012,ECC5CE-9C88F3-25CB99-87A4E4-CC2B77-4E3B4C-647EED-AED206;4|13|5|9|5|6|7|17,fem,19:43
31-Mar-2012,647EED-25CB99-AED206-4E3B4C-D8470A-9C88F3-ECC5CE-87A4E4;13|11|19|4|13|15|8|4,Female,14:07
1-Apr-2012,4E3B4C-647EED-CC2B77-AED206-77AA3D-ECC5CE-25CB99;7|16|8|15|11|19|13,masc,10:30
2-Apr-2012,CC2B77-25CB99-9C88F3-647EED;4|8|20|15,masc,11:29
3-Apr-2012,25CB99-CC2B77-AED206-4E3B4C;4|7|17|16,Masc,17:31
4-Apr-2012,77AA3D-ECC5CE-87A4E4;19|9|4,masc,11:43
5-Apr-2012,CC2B77-9C88F3-4E3B4C-87A4E4-ECC5CE;15|12|8|12|17,Fem,9:25
6-Apr-2012,4E3B4C-87A4E4-ECC5CE-CC2B77-9C88F3;9|16|17|11|20,Masc,17:04
7-Apr-2012,77AA3D-25CB99-647EED-87A4E4;13|19|10|20,F,20:06
8-Apr-2012,25CB99-77AA3D-4E3B4C-CC2B77;15|15|8|12,F,11:53
9-Apr-2012,9C88F3-87A4E4-647EED-77AA3D-D8470A-4E3B4C-25CB99-CC2B77-AED206-ECC5CE;8|6|19|9|18|9|16|17|20|10,masc,12:41
10-Apr-2012,ECC5CE-77AA3D-647EED-25CB99-9C88F3-CC2B77;16|10|6|18|20|14,Male,15:24
11-Apr-2012,ECC5CE-25CB99-87A4E4-4E3B4C-CC2B77-9C88F3-AED206-D8470A;8|4|11|10|20|17|11|18,-,11:55
12-Apr-2012,CC2B77-ECC5CE-D8470A-AED206-4E3B4C-77AA3D-9C88F3-87A4E4-25CB99-647EED;10|17|20|13|7|18|13|4|15|5,Masc,12:26
13-Apr-2012,647EED-D8470A-25CB99-AED206-ECC5CE-87A4E4-9C88F3;18|7|4|20|18|12|14,Female,11:18
14-Apr-2012,CC2B77-25CB99-647EED-9C88F3-AED206-ECC5CE-4E3B4C-87A4E4;9|9|18|18|11|7|14|10,F,20:55
15-Apr-2012,D8470A-AED206-CC2B77-25CB99-9C88F3-647EED;4|6|20|7|18|20,Male,14:19
16-Apr-2012,87A4E4-25CB99-D8470A-ECC5CE;6|7|5|7,Female,18:43
17-Apr-2012,D8470A-CC2B77-647EED-ECC5CE-25CB99-9C88F3-87A4E4-AED206-77AA3D-4E3B4C;9|15|15|11|16|12|4|4|17|7,Fem,16:26
18-Apr-2012,D8470A-CC2B77-647EED-AED206-25CB99-9C88F3;10|6|15|8|12|16,Fem,11:40
19-Apr-2012,ECC5CE-CC2B77-4E3B4C-77AA3D-D8470A-25CB99-87A4E4-647EED-AED206;6|20|11|10|12|7|6|7|15,masc,20:39
20-Apr-2012,D8470A-ECC5CE-AED206-87A4E4;16|5|16|14,masc,14:55
21-Apr-2012,77AA3D-D8470A-87A4E4-4E3B4C-CC2B77-9C88F3;12|6|8|17|14|14,M,8:14
22-Apr-2012,4E3B4C-D8470A-25CB99-AED206-87A4E4;17|14|15|13|17,F,10:38
23-Apr-2012,77AA3D-4E3B4C-647EED-25CB99-D8470A-ECC5CE-9C88F3-87A4E4;15|15|19|18|16|11|14|9,Male,11:44
24-Apr-2012,ECC5CE-CC2B77-9C88F3-87A4E4-25CB99-77AA3D-647EED-D8470A-4E3B4C-AED206;19|15|12|6|11|7|5|13|20|7,M,16:31
25-Apr-2012,CC2B77-87A4E4-77AA3D-ECC5CE;13|20|8|18,M,17:28
26-Apr-2012,9C88F3-87A4E4-4E3B4C-77AA3D-647EED-D8470A-25CB99-ECC5CE;11|4|14|10|8|11|17|17,Masc,11:38
27-Apr-2012,9C88F3-4E3B4C-AED206-25CB99-87A4E4-ECC5CE-D8470A-77AA3D-647EED-CC2B77;12|11|14|7|15|6|12|6|16|5,Male,18:50
28-Apr-2012,9C88F3-ECC5CE-87A4E4-25CB99-647EED-CC2B77;12|16|17|11|8|16,M,17:47
29-Apr-2012,ECC5CE-77AA3D-4E3B4C-25CB99-D8470A-87A4E4-647EED;12|12|9|19|5|7|5,fem,11:20
30-Apr-2012,9C88F3-87A4E4-AED206-4E3B4C-CC2B77-25CB99-ECC5CE-D8470A-647EED;8|11|16|20|10|9|12|18|14,-,8:26
1-May-2012,647EED-ECC5CE-4E3B4C-25CB99-77AA3D;16|20|16|4|16,Fem,18:34
2-May-2012,647EED-9C88F3-77AA3D-87A4E4-4E3B4C;18|5|16|4|14,Fem,15:39
3-May-2012,647EED-9C88F3-D8470A-AED206-ECC5CE-77AA3D-87A4E4-CC2B77-4E3B4C;15|5|14|18|20|19|14|18|4,Fem,12:33
4-May-2012,AED206-CC2B77-4E3B4C-25CB99-87A4E4-647EED-9C88F3;14|18|12|19|10|5|17,Male,12:43
5-May-2012,4E3B4C-AED206-CC2B77-9C88F3-D8470A-647EED-87A4E4-77AA3D;19|7|16|17|12|11|14|13,Fem,15:50
6-May-2012,ECC5CE-CC2B77-25CB99-647EED-77AA3D;7|14|16|5|20,Fem,14:33
7-May-2012,647EED-CC2B77-AED206;19|14|4,Female,14:23
8-May-2012,9C88F3-647EED-25CB99-D8470A-4E3B4C-AED206-87A4E4-CC2B77-ECC5CE;13|13|11|10|7|8|5|16|11,Masc,10:09
9-May-2012,ECC5CE-CC2B77-9C88F3-647EED-25CB99-77AA3D-D8470A-4E3B4C;12|4|19|20|7|18|13|9,masc,14:41
10-May-2012,25CB99-D8470A-ECC5CE-9C88F3;13|7|18|19,F,18:46
11-May-2012,CC2B77-D8470A-ECC5CE;11|9|12,Fem,14:18
12-May-2012,87A4E4-77AA3D-CC2B77;9|4|7,Masc,16:49
13-May-2012,AED206-25CB99-CC2B77-9C88F3-ECC5CE-87A4E4-4E3B4C-647EED;7|6|11|19|6|18|10|7,M,12:10
14-May-2012,647EED-25CB99-4E3B4C;19|13|20,Masc,17:31
15-May-2012,87A4E4-AED206-647EED-25CB99-ECC5CE-4E3B4C-9C88F3-D8470A-77AA3D-CC2B77;12|14|20|11|5|4|13|11|4|16,Fem,20:28
16-May-2012,77AA3D-25CB99-647EED-4E3B4C-CC2B77-9C88F3-ECC5CE-AED206-87A4E4-D8470A;12|5|5|14|14|13|12|16|18|9,fem,14:42
17-May-2012,9C88F3-ECC5CE-87A4E4-D8470A-77AA3D;14|11|9|13|6,Masc,20:29
18-May-2012,CC2B77-D8470A-AED206-647EED-77AA3D-25CB99-87A4E4-9C88F3-4E3B4C;10|14|19|20|6|19|4|8|16,-,9:03
19-May-2012,AED206-647EED-D8470A-77AA3D-CC2B77-9C88F3;5|7|9|8|13|19,fem,9:07
20-May-2012,ECC5CE-647EED-4E3B4C-87A4E4-25CB99-CC2B77-77AA3D-9C88F3-D8470A;16|6|18|9|14|8|17|8|14,Fem,12:26
21-May-2012,647EED-4E3B4C-D8470A-ECC5CE-AED206-9C88F3;6|12|10|5|11|17,Masc,11:18
22-May-2012,647EED-ECC5CE-AED206-9C88F3-87A4E4-25CB99-CC2B77-D8470A-4E3B4C-77AA3D;9|16|11|12|12|18|17|18|17|19,Masc,10:45
23-May-2012,AED206-4E3B4C-ECC5CE-CC2B77-647EED-D8470A-77AA3D-25CB99-9C88F3-87A4E4;13|15|4|20|16|6|18|11|12|9,-,11:20
24-May-2012,647EED-25CB99-ECC5CE-CC2B77-4E3B4C;15|4|10|8|11,masc,12:08
25-May-2012,4E3B4C-CC2B77-77AA3D-9C88F3-87A4E4-AED206-25CB99-647EED;19|9|15|4|14|11|20|7,masc,18:05
26-May-2012,87A4E4-ECC5CE-AED206-4E3B4C-9C88F3-CC2B77-D8470A-77AA3D-25CB99;18|11|6|12|8|4|9|13|5,-,15:38
27-May-2012,D8470A-87A4E4-4E3B4C-25CB99-AED206-647EED-ECC5CE-9C88F3-77AA3D;18|7|12|15|9|7|10|20|15,Fem,11:21
28-May-2012,647EED-AED206-9C88F3-4E3B4C-CC2B77-ECC5CE-D8470A-25CB99;12|7|19|9|4|7|13|14,Fem,14:29
29-May-2012,AED206-647EED-ECC5CE-D8470A-CC2B77-77AA3D-4E3B4C-9C88F3;13|5|15|11|11|6|15|20,Masc,17:00
30-May-2012,D8470A-AED206-4E3B4C-647EED-25CB99-9C88F3;12|12|8|17|9|12,F,17:02
31-May-2012,CC2B77-647EED-4E3B4C-AED206-D8470A-25CB99-9C88F3-77AA3D-ECC5CE;19|8|4|14|17|19|10|12|17,Fem,8:47
1-Jun-2012,25CB99-CC2B77-D8470A-AED206-77AA3D-87A4E4;6|13|5|15|19|13,M,18:23
2-Jun-2012,9C88F3-87A4E4-647EED-77AA3D-ECC5CE-4E3B4C-CC2B77-AED206-D8470A-25CB99;9|12|9|17|8|16|10|14|19|7,masc,12:16
3-Jun-2012,77AA3D-ECC5CE-25CB99-AED206-D8470A-647EED-9C88F3-CC2B77-87A4E4;5|9|11|20|11|9|15|13|14,M,19:53
4-Jun-2012,87A4E4-647EED-9C88F3-CC2B77-25CB99-D8470A;10|8|16|14|19|16,Fem,8:52
5-Jun-2012,ECC5CE-CC2B77-AED206-77AA3D;16|5|12|17,Masc,19:46
6-Jun-2012,647EED-AED206-9C88F3-4E3B4C-D8470A-25CB99-ECC5CE;14|10|10|4|8|8|10,Male,15:31
7-Jun-2012,87A4E4-ECC5CE-25CB99-647EED;8|9|9|18,Fem,11:20
8-Jun-2012,87A4E4-4E3B4C-647EED-ECC5CE;19|13|6|18,masc,11:50
9-Jun-2012,AED206-77AA3D-87A4E4-ECC5CE-CC2B77-25CB99-4E3B4C-D8470A-9C88F3-647EED;15|14|18|15|15|10|12|8|16|7,Male,13:11
10-Jun-2012,4E3B4C-87A4E4-9C88F3-ECC5CE-AED206-CC2B77;17|13|11|20|14|12,F,8:47
11-Jun-2012,ECC5CE-4E3B4C-87A4E4-25CB99-9C88F3-AED206-77AA3D-647EED-D8470A;9|14|14|9|9|13|17|18|20,M,15:50
12-Jun-2012,77AA3D-87A4E4-25CB99;18|12|18,masc,10:14
13-Jun-2012,9C88F3-AED206-77AA3D-CC2B77-25CB99-647EED;7|9|9|10|19|14,Male,12:12
14-Jun-2012,CC2B77-AED206-87A4E4-647EED-ECC5CE;5|7|16|20|17,-,20:02
15-Jun-2012,87A4E4-647EED-D8470A-ECC5CE-AED206-CC2B77;8|13|7|20|16|9,Male,10:16
16-Jun-2012,647EED-CC2B77-AED206;20|9|12,Female,8:32
17-Jun-2012,25CB99-87A4E4-4E3B4C-ECC5CE-77AA3D-647EED-CC2B77-9C88F3-D8470A;16|20|12|15|8|9|8|10|11,Fem,19:46
18-Jun-2012,87A4E4-77AA3D-25CB99-647EED-9C88F3-D8470A-ECC5CE-AED206-CC2B77-4E3B4C;7|6|4|20|4|18|8|15|15|20,Masc,14:20
19-Jun-2012,D8470A-87A4E4-ECC5CE-9C88F3-647EED;19|19|18|4|17,Male,12:50
20-Jun-2012,647EED-4E3B4C-25CB99-77AA3D-CC2B77-ECC5CE-87A4E4;7|6|14|15|13|4|19,Male,20:14
21-Jun-2012,9C88F3-D8470A-77AA3D;19|5|14,F,15:52
22-Jun-2012,9C88F3-87A4E4-647EED-4E3B4C-D8470A;5|13|6|20|8,Female,19:39
23-Jun-2012,647EED-ECC5CE-9C88F3;10|15|13,Masc,20:15
24-Jun-2012,CC2B77-647EED-AED206-25CB99;5|15|6|13,Fem,18:42
25-Jun-2012,AED206-D8470A-CC2B77-4E3B4C-77AA3D;18|17|17|14|9,Female,14:12
26-Jun-2012,AED206-ECC5CE-D8470A;17|18|18,Fem,12:45
27-Jun-2012,25CB99-77AA3D-CC2B77-647EED;11|6|9|10,Female,14:26
28-Jun-2012,9C88F3-ECC5CE-647EED-AED206-87A4E4;18|9|13|18|14,Masc,8:22
29-Jun-2012,25CB99-AED206-D8470A-87A4E4-647EED-4E3B4C-ECC5CE;8|7|9|8|16|18|15,Male,10:49
30-Jun-2012,87A4E4-ECC5CE-647EED-25CB99-4E3B4C-77AA3D;8|4|13|11|10|20,Masc,16:19
1-Jul-2012,25CB99-CC2B77-647EED;8|11|19,-,19:18
2-Jul-2012,4E3B4C-87A4E4-ECC5CE;15|6|17,M,15:53
3-Jul-2012,77AA3D-87A4E4-647EED-25CB99-CC2B77-AED206-4E3B4C-D8470A-ECC5CE;9|4|7|5|18|17|18|15|14,-,19:08
4-Jul-2012,D8470A-CC2B77-87A4E4;4|19|10,Masc,16:38
5-Jul-2012,647EED-25CB99-87A4E4-4E3B4C-ECC5CE-CC2B77-77AA3D;10|11|4|15|20|5|20,Masc,15:33
6-Jul-2012,AED206-D8470A-25CB99-4E3B4C-77AA3D-9C88F3-ECC5CE;14|5|6|17|15|15|11,Fem,20:32
7-Jul-2012,AED206-ECC5CE-9C88F3-77AA3D;20|7|16|12,M,17:55
8-Jul-2012,CC2B77-9C88F3-ECC5CE-87A4E4-647EED-4E3B4C;19|20|4|11|8|15,fem,12:07
9-Jul-2012,647EED-25CB99-ECC5CE-CC2B77;9|6|17|6,F,17:09
10-Jul-2012,ECC5CE-CC2B77-25CB99-AED206-647EED;15|15|18|10|12,fem,8:05
11-Jul-2012,CC2B77-25CB99-77AA3D-9C88F3-87A4E4-ECC5CE-647EED-AED206-4E3B4C-D8470A;5|7|13|9|4|12|16|13|19|11,M,16:25
12-Jul-2012,77AA3D-25CB99-87A4E4-D8470A-9C88F3-AED206-ECC5CE-647EED;16|17|14|17|9|14|15|19,Fem,10:43
13-Jul-2012,647EED-77AA3D-CC2B77-87A4E4-9C88F3;11|10|15|14|6,Masc,15:22
