date,sku,units,genre,hour,genre_cleaned,day,25CB99,87A4E4,CC2B77,AED206,9C88F3,ECC5CE,77AA3D,D8470A,647EED,4E3B4C
8-Aug-2011,87A4E4-CC2B77-25CB99-4E3B4C-D8470A-9C88F3-77AA3D-ECC5CE,13|6|11|20|18|5|13|17,Fem,10:52,F,Mon,11,13,6,0,5,17,13,18,0,20
9-Aug-2011,25CB99-CC2B77-D8470A-647EED,10|10|9|13,-,12:33,-,Tue,10,0,10,0,0,0,0,9,13,0
10-Aug-2011,77AA3D-D8470A-AED206,14|8|11,Fem,17:29,F,Wed,0,0,0,11,0,0,14,8,0,0
11-Aug-2011,87A4E4-647EED-AED206-4E3B4C-77AA3D-25CB99,4|17|17|4|14|10,M,17:42,M,Thu,10,4,0,17,0,0,14,0,17,4
12-Aug-2011,4E3B4C-87A4E4-CC2B77-ECC5CE-25CB99-9C88F3,6|16|20|7|11|12,Male,16:52,M,Fri,11,16,20,0,12,7,0,0,0,6
13-Aug-2011,77AA3D-ECC5CE-9C88F3-87A4E4-AED206-D8470A-4E3B4C-647EED-25CB99-CC2B77,6|10|14|6|14|16|16|18|4|15,F,20:19,F,Sat,4,6,15,14,14,10,6,16,18,16
14-Aug-2011,AED206-4E3B4C-647EED-CC2B77-ECC5CE-77AA3D-9C88F3-D8470A-87A4E4-25CB99,13|17|7|20|9|18|13|9|18|11,Male,8:55,M,Sun,11,18,20,13,13,9,18,9,7,17
15-Aug-2011,87A4E4-4E3B4C-CC2B77-ECC5CE-77AA3D-D8470A-25CB99,7|12|20|9|4|9|6,Fem,11:32,F,Mon,6,7,20,0,0,9,4,9,0,12
16-Aug-2011,25CB99-CC2B77-AED206-4E3B4C-9C88F3-87A4E4-647EED-ECC5CE-77AA3D-D8470A,5|9|15|9|19|8|9|10|6|11,M,20:55,M,Tue,5,8,9,15,19,10,6,11,9,9
17-Aug-2011,D8470A-9C88F3-77AA3D-AED206-87A4E4-647EED,10|4|5|12|15|7,-,13:28,-,Wed,0,15,0,12,4,0,5,10,7,0
18-Aug-2011,4E3B4C-AED206-87A4E4,8|17|10,M,18:54,M,Thu,0,10,0,17,0,0,0,0,0,8
19-Aug-2011,4E3B4C-AED206-D8470A-CC2B77,18|14|17|12,F,17:18,F,Fri,0,0,12,14,0,0,0,17,0,18
20-Aug-2011,4E3B4C-87A4E4-ECC5CE-77AA3D,10|4|16|5,Female,10:40,F,Sat,0,4,0,0,0,16,5,0,0,10
21-Aug-2011,77AA3D-25CB99-AED206-9C88F3-647EED-ECC5CE-87A4E4-4E3B4C-CC2B77,5|18|16|10|18|16|10|9|14,-,11:24,-,Sun,18,10,14,16,10,16,5,0,18,9
22-Aug-2011,4E3B4C-AED206-ECC5CE-87A4E4-647EED-CC2B77-77AA3D,4|9|17|16|8|15|4,Female,12:40,F,Mon,0,16,15,9,0,17,4,0,8,4
23-Aug-2011,87A4E4-25CB99-AED206-9C88F3-ECC5CE,8|7|14|13|7,Fem,19:20,F,Tue,7,8,0,14,13,7,0,0,0,0
24-Aug-2011,ECC5CE-9C88F3-25CB99,8|18|16,Female,13:55,F,Wed,16,0,0,0,18,8,0,0,0,0
25-Aug-2011,9C88F3-ECC5CE-D8470A-AED206-4E3B4C-77AA3D-87A4E4-647EED,11|20|11|5|11|18|5|6,Female,11:28,F,Thu,0,5,0,5,11,20,18,11,6,11
26-Aug-2011,CC2B77-87A4E4-D8470A-647EED-AED206-9C88F3-4E3B4C-ECC5CE-77AA3D,11|7|14|7|14|7|16|14|18,fem,17:19,F,Fri,0,7,11,14,7,14,18,14,7,16
27-Aug-2011,AED206-77AA3D-9C88F3-CC2B77-4E3B4C-ECC5CE,5|7|20|14|4|7,Female,17:38,F,Sat,0,0,14,5,20,7,7,0,0,4
28-Aug-2011,87A4E4-AED206-25CB99,14|11|14,Fem,15:49,F,Sun,14,14,0,11,0,0,0,0,0,0
29-Aug-2011,9C88F3-4E3B4C-25CB99-CC2B77-D8470A-ECC5CE-AED206,11|12|7|12|15|9|13,Masc,20:19,M,Mon,7,0,12,13,11,9,0,15,0,12
30-Aug-2011,25CB99-77AA3D-CC2B77-647EED,18|20|7|6,Female,8:33,F,Tue,18,0,7,0,0,0,20,0,6,0
31-Aug-2011,4E3B4C-87A4E4-647EED-D8470A,16|6|13|14,Masc,19:31,M,Wed,0,6,0,0,0,0,0,14,13,16
1-Sep-2011,D8470A-87A4E4-CC2B77-647EED-77AA3D-25CB99,8|17|9|9|18|7,Fem,8:07,F,Thu,7,17,9,0,0,0,18,8,9,0
2-Sep-2011,9C88F3-CC2B77-D8470A-25CB99-87A4E4-77AA3D-AED206,17|7|17|7|7|18|11,-,11:51,-,Fri,7,7,7,11,17,0,18,17,0,0
3-Sep-2011,ECC5CE-87A4E4-9C88F3-647EED-25CB99,15|8|19|4|15,masc,15:09,M,Sat,15,8,0,0,19,15,0,0,4,0
4-Sep-2011,CC2B77-AED206-77AA3D-25CB99-87A4E4-ECC5CE-9C88F3-647EED-4E3B4C,19|5|4|4|19|8|9|19|4,F,15:29,F,Sun,4,19,19,5,9,8,4,0,19,4
5-Sep-2011,AED206-25CB99-647EED,12|8|10,Female,15:54,F,Mon,8,0,0,12,0,0,0,0,10,0
6-Sep-2011,CC2B77-ECC5CE-4E3B4C-AED206-D8470A-25CB99-77AA3D-9C88F3-647EED-87A4E4,4|12|11|7|7|10|9|9|19|15,Female,15:09,F,Tue,10,15,4,7,9,12,9,7,19,11
7-Sep-2011,647EED-25CB99-77AA3D-CC2B77-4E3B4C-AED206-9C88F3-ECC5CE,19|7|7|9|19|20|14|8,Male,16:24,M,Wed,7,0,9,20,14,8,7,0,19,19
8-Sep-2011,25CB99-647EED-D8470A-CC2B77-AED206-9C88F3-77AA3D,5|8|10|13|17|10|19,Fem,18:46,F,Thu,5,0,13,17,10,0,19,10,8,0
9-Sep-2011,ECC5CE-AED206-D8470A-647EED-87A4E4-77AA3D-9C88F3-4E3B4C-CC2B77,13|11|20|19|18|18|4|16|7,Male,12:20,M,Fri,0,18,7,11,4,13,18,20,19,16
10-Sep-2011,9C88F3-77AA3D-CC2B77-D8470A,10|18|12|14,fem,10:41,F,Sat,0,0,12,0,10,0,18,14,0,0
11-Sep-2011,D8470A-647EED-77AA3D-87A4E4,8|15|12|19,Masc,11:49,M,Sun,0,19,0,0,0,0,12,8,15,0
12-Sep-2011,4E3B4C-9C88F3-647EED-25CB99-CC2B77-87A4E4-AED206-D8470A,7|6|9|18|18|20|14|7,-,9:26,-,Mon,18,20,18,14,6,0,0,7,9,7
13-Sep-2011,647EED-87A4E4-77AA3D-AED206-D8470A-CC2B77-4E3B4C,9|5|17|9|5|7|18,F,16:14,F,Tue,0,5,7,9,0,0,17,5,9,18
14-Sep-2011,ECC5CE-4E3B4C-AED206-77AA3D-647EED-9C88F3-25CB99-CC2B77-87A4E4,11|16|8|11|8|6|16|12|9,Male,12:23,M,Wed,16,9,12,8,6,11,11,0,8,16
15-Sep-2011,9C88F3-AED206-D8470A,15|16|9,Fem,19:04,F,Thu,0,0,0,16,15,0,0,9,0,0
16-Sep-2011,CC2B77-9C88F3-4E3B4C,5|13|14,Female,14:52,F,Fri,0,0,5,0,13,0,0,0,0,14
17-Sep-2011,647EED-CC2B77-AED206-D8470A-87A4E4-77AA3D-9C88F3-25CB99,14|7|5|14|19|13|15|14,Female,8:53,F,Sat,14,19,7,5,15,0,13,14,14,0
18-Sep-2011,CC2B77-D8470A-9C88F3-25CB99-87A4E4-647EED-77AA3D-AED206-ECC5CE,11|9|13|13|4|18|7|15|13,Female,12:10,F,Sun,13,4,11,15,13,13,7,9,18,0
19-Sep-2011,ECC5CE-647EED-77AA3D,15|20|9,Fem,18:12,F,Mon,0,0,0,0,0,15,9,0,20,0
20-Sep-2011,4E3B4C-647EED-D8470A-AED206-77AA3D-87A4E4-25CB99-ECC5CE-CC2B77-9C88F3,19|18|10|8|8|16|8|6|9|20,Fem,20:46,F,Tue,8,16,9,8,20,6,8,10,18,19
21-Sep-2011,25CB99-AED206-77AA3D-4E3B4C-ECC5CE-647EED-CC2B77,5|11|18|18|18|11|14,M,15:04,M,Wed,5,0,14,11,0,18,18,0,11,18
22-Sep-2011,AED206-25CB99-CC2B77-D8470A,12|10|12|9,Fem,15:38,F,Thu,10,0,12,12,0,0,0,9,0,0
23-Sep-2011,9C88F3-647EED-77AA3D-AED206-87A4E4-D8470A-25CB99-CC2B77-4E3B4C-ECC5CE,12|17|10|18|8|19|19|14|20|5,M,12:09,M,Fri,19,8,14,18,12,5,10,19,17,20
24-Sep-2011,9C88F3-647EED-CC2B77-AED206-4E3B4C-87A4E4-D8470A-ECC5CE,5|16|9|18|13|18|11|9,masc,10:24,M,Sat,0,18,9,18,5,9,0,11,16,13
25-Sep-2011,ECC5CE-9C88F3-77AA3D-87A4E4-AED206-647EED-25CB99-D8470A-CC2B77-4E3B4C,4|18|16|9|8|8|11|16|6|20,F,17:02,F,Sun,11,9,6,8,18,4,16,16,8,20
26-Sep-2011,AED206-4E3B4C-87A4E4-77AA3D-647EED-ECC5CE-D8470A-9C88F3-CC2B77,11|11|10|6|14|15|6|20|15,M,15:25,M,Mon,0,10,15,11,20,15,6,6,14,11
27-Sep-2011,87A4E4-25CB99-4E3B4C-D8470A,20|11|15|20,fem,10:40,F,Tue,11,20,0,0,0,0,0,20,0,15
28-Sep-2011,AED206-ECC5CE-4E3B4C-87A4E4-647EED-D8470A,20|19|11|12|16|14,-,17:34,-,Wed,0,12,0,20,0,19,0,14,16,11
29-Sep-2011,77AA3D-AED206-CC2B77-25CB99-647EED-ECC5CE,8|6|5|9|4|19,F,18:18,F,Thu,9,0,5,6,0,19,8,0,4,0
30-Sep-2011,D8470A-647EED-4E3B4C-77AA3D-87A4E4-9C88F3-ECC5CE-CC2B77-AED206,4|4|18|4|18|10|8|8|18,fem,10:10,F,Fri,0,18,8,18,10,8,4,4,4,18
1-Oct-2011,647EED-D8470A-4E3B4C-AED206-CC2B77-87A4E4-ECC5CE-25CB99,7|10|16|14|7|12|20|4,Fem,10:20,F,Sat,4,12,7,14,0,20,0,10,7,16
2-Oct-2011,77AA3D-D8470A-9C88F3-4E3B4C-647EED-25CB99,9|13|7|13|11|4,Male,12:35,M,Sun,4,0,0,0,7,0,9,13,11,13
3-Oct-2011,647EED-AED206-4E3B4C,18|15|4,fem,17:52,F,Mon,0,0,0,15,0,0,0,0,18,4
4-Oct-2011,647EED-ECC5CE-77AA3D-D8470A-CC2B77-87A4E4-9C88F3-25CB99,17|13|10|4|5|20|20|19,F,17:00,F,Tue,19,20,5,0,20,13,10,4,17,0
5-Oct-2011,4E3B4C-9C88F3-87A4E4-D8470A,11|8|11|12,F,9:18,F,Wed,0,11,0,0,8,0,0,12,0,11
6-Oct-2011,77AA3D-4E3B4C-25CB99-ECC5CE-9C88F3-87A4E4-CC2B77-647EED-D8470A-AED206,17|8|17|10|8|8|4|20|17|9,Fem,14:31,F,Thu,17,8,4,9,8,10,17,17,20,8
7-Oct-2011,CC2B77-AED206-D8470A-ECC5CE-4E3B4C-9C88F3-647EED,18|10|20|17|8|12|7,Male,9:38,M,Fri,0,0,18,10,12,17,0,20,7,8
8-Oct-2011,77AA3D-9C88F3-25CB99-87A4E4,7|9|5|14,-,8:40,-,Sat,5,14,0,0,9,0,7,0,0,0
9-Oct-2011,87A4E4-9C88F3-25CB99-D8470A-CC2B77-AED206-647EED-77AA3D-4E3B4C-ECC5CE,13|10|12|9|11|8|18|7|11|10,Male,18:41,M,Sun,12,13,11,8,10,10,7,9,18,11
10-Oct-2011,4E3B4C-D8470A-ECC5CE-CC2B77-87A4E4-25CB99-AED206-77AA3D-647EED-9C88F3,11|18|16|15|17|13|5|17|19|18,Female,17:02,F,Mon,13,17,15,5,18,16,17,18,19,11
11-Oct-2011,CC2B77-87A4E4-ECC5CE-647EED,4|20|13|14,Male,14:28,M,Tue,0,20,4,0,0,13,0,0,14,0
12-Oct-2011,D8470A-4E3B4C-ECC5CE-25CB99-CC2B77-AED206-87A4E4-9C88F3,7|17|10|18|8|10|11|7,Fem,18:39,F,Wed,18,11,8,10,7,10,0,7,0,17
13-Oct-2011,9C88F3-D8470A-AED206-CC2B77-87A4E4-647EED-77AA3D-25CB99-4E3B4C,19|15|13|20|4|13|7|20|6,masc,11:06,M,Thu,20,4,20,13,19,0,7,15,13,6
14-Oct-2011,647EED-AED206-9C88F3-25CB99,12|18|11|18,masc,17:47,M,Fri,18,0,0,18,11,0,0,0,12,0
15-Oct-2011,D8470A-ECC5CE-647EED-25CB99-87A4E4-77AA3D-CC2B77,17|8|17|10|19|20|13,fem,13:51,F,Sat,10,19,13,0,0,8,20,17,17,0
16-Oct-2011,77AA3D-9C88F3-25CB99-CC2B77,4|9|18|11,Male,15:37,M,Sun,18,0,11,0,9,0,4,0,0,0
17-Oct-2011,4E3B4C-25CB99-77AA3D,10|5|18,F,12:43,F,Mon,5,0,0,0,0,0,18,0,0,10
18-Oct-2011,4E3B4C-ECC5CE-AED206-77AA3D,13|18|15|11,-,15:32,-,Tue,0,0,0,15,0,18,11,0,0,13
19-Oct-2011,AED206-87A4E4-ECC5CE-9C88F3-647EED-77AA3D,4|15|13|19|9|5,Fem,20:09,F,Wed,0,15,0,4,19,13,5,0,9,0
20-Oct-2011,ECC5CE-4E3B4C-25CB99,20|13|5,masc,8:15,M,Thu,5,0,0,0,0,20,0,0,0,13
21-Oct-2011,647EED-D8470A-25CB99-ECC5CE-77AA3D-9C88F3-87A4E4-AED206-CC2B77,10|20|4|8|14|9|4|20|13,Male,20:15,M,Fri,4,4,13,20,9,8,14,20,10,0
22-Oct-2011,4E3B4C-647EED-87A4E4-77AA3D,12|9|14|7,F,10:43,F,Sat,0,14,0,0,0,0,7,0,9,12
23-Oct-2011,D8470A-87A4E4-77AA3D-25CB99-ECC5CE-4E3B4C-647EED-9C88F3-CC2B77,12|9|4|14|10|4|12|14|14,Masc,11:35,M,Sun,14,9,14,0,14,10,4,12,12,4
24-Oct-2011,AED206-25CB99-647EED-ECC5CE-9C88F3-D8470A,18|16|6|12|18|5,F,8:03,F,Mon,16,0,0,18,18,12,0,5,6,0
25-Oct-2011,ECC5CE-AED206-4E3B4C-25CB99-87A4E4-CC2B77-D8470A-9C88F3-647EED,15|4|13|4|11|20|10|11|10,masc,19:07,M,Tue,4,11,20,4,11,15,0,10,10,13
26-Oct-2011,87A4E4-CC2B77-77AA3D-D8470A-647EED-ECC5CE-AED206-4E3B4C-25CB99-9C88F3,4|4|15|20|20|10|18|6|19|16,Fem,12:42,F,Wed,19,4,4,18,16,10,15,20,20,6
27-Oct-2011,ECC5CE-9C88F3-D8470A-77AA3D,11|20|18|6,F,20:48,F,Thu,0,0,0,0,20,11,6,18,0,0
28-Oct-2011,AED206-D8470A-4E3B4C-647EED-9C88F3-87A4E4-ECC5CE-77AA3D-CC2B77-25CB99,10|18|20|5|11|8|7|13|20|7,Fem,9:17,F,Fri,7,8,20,10,11,7,13,18,5,20
29-Oct-2011,D8470A-9C88F3-77AA3D,4|9|6,M,12:51,M,Sat,0,0,0,0,9,0,6,4,0,0
30-Oct-2011,CC2B77-87A4E4-77AA3D-ECC5CE-647EED-AED206-25CB99-9C88F3,9|14|14|18|6|13|17|17,Masc,19:54,M,Sun,17,14,9,13,17,18,14,0,6,0
31-Oct-2011,647EED-77AA3D-AED206-4E3B4C-CC2B77-ECC5CE-87A4E4-D8470A-25CB99-9C88F3,20|20|15|8|9|7|8|14|5|4,M,8:38,M,Mon,5,8,9,15,4,7,20,14,20,8
1-Nov-2011,87A4E4-9C88F3-4E3B4C-647EED-25CB99-CC2B77-ECC5CE-AED206-D8470A,9|8|10|11|18|15|13|13|14,fem,12:02,F,Tue,18,9,15,13,8,13,0,14,11,10
2-Nov-2011,9C88F3-647EED-D8470A-4E3B4C-CC2B77-AED206-ECC5CE,5|18|6|19|16|18|20,Male,17:38,M,Wed,0,0,16,18,5,20,0,6,18,19
3-Nov-2011,4E3B4C-ECC5CE-D8470A-25CB99,11|4|12|14,Male,17:30,M,Thu,14,0,0,0,0,4,0,12,0,11
4-Nov-2011,647EED-25CB99-4E3B4C-9C88F3-ECC5CE-87A4E4-D8470A,9|4|9|14|18|20|7,M,15:43,M,Fri,4,20,0,0,14,18,0,7,9,9
5-Nov-2011,ECC5CE-77AA3D-87A4E4-AED206-4E3B4C-25CB99-CC2B77-D8470A-647EED-9C88F3,5|20|4|14|6|10|13|5|8|6,M,12:27,M,Sat,10,4,13,14,6,5,20,5,8,6
6-Nov-2011,87A4E4-D8470A-77AA3D-ECC5CE-647EED,6|6|14|13|4,F,16:23,F,Sun,0,6,0,0,0,13,14,6,4,0
7-Nov-2011,D8470A-25CB99-87A4E4-77AA3D-9C88F3-4E3B4C-ECC5CE,12|18|7|20|12|20|14,fem,15:17,F,Mon,18,7,0,0,12,14,20,12,0,20
8-Nov-2011,D8470A-25CB99-CC2B77-AED206,10|7|12|4,Masc,20:26,M,Tue,7,0,12,4,0,0,0,10,0,0
9-Nov-2011,AED206-ECC5CE-4E3B4C-25CB99-647EED-77AA3D-CC2B77-9C88F3-D8470A,13|16|19|14|15|14|6|5|19,Masc,16:43,M,Wed,14,0,6,13,5,16,14,19,15,19
10-Nov-2011,ECC5CE-25CB99-D8470A-647EED-9C88F3-77AA3D-CC2B77-4E3B4C-87A4E4-AED206,14|15|5|4|13|15|18|10|17|17,-,17:36,-,Thu,15,17,18,17,13,14,15,5,4,10
11-Nov-2011,9C88F3-77AA3D-ECC5CE-4E3B4C,6|11|4|12,fem,19:32,F,Fri,0,0,0,0,6,4,11,0,0,12
12-Nov-2011,4E3B4C-CC2B77-D8470A-ECC5CE-9C88F3-647EED-87A4E4,13|5|10|13|17|12|13,Masc,8:28,M,Sat,0,13,5,0,17,13,0,10,12,13
13-Nov-2011,4E3B4C-D8470A-CC2B77-77AA3D-25CB99-87A4E4,11|15|10|11|18|12,Masc,20:22,M,Sun,18,12,10,0,0,0,11,15,0,11
14-Nov-2011,4E3B4C-D8470A-77AA3D-AED206-25CB99-647EED-9C88F3-CC2B77-ECC5CE-87A4E4,15|15|4|14|19|14|20|4|6|18,-,11:11,-,Mon,19,18,4,14,20,6,4,15,14,15
15-Nov-2011,77AA3D-ECC5CE-87A4E4-D8470A-4E3B4C-CC2B77-AED206-9C88F3-25CB99-647EED,9|14|12|12|6|10|4|8|6|19,Masc,9:18,M,Tue,6,12,10,4,8,14,9,12,19,6
16-Nov-2011,D8470A-4E3B4C-647EED-CC2B77,19|12|12|20,Masc,15:54,M,Wed,0,0,20,0,0,0,0,19,12,12
17-Nov-2011,87A4E4-CC2B77-647EED-77AA3D-ECC5CE-D8470A-AED206,4|15|6|15|8|20|9,masc,13:07,M,Thu,0,4,15,9,0,8,15,20,6,0
18-Nov-2011,D8470A-25CB99-87A4E4-4E3B4C-ECC5CE-9C88F3,9|10|11|13|8|16,M,19:24,M,Fri,10,11,0,0,16,8,0,9,0,13
19-Nov-2011,647EED-AED206-77AA3D,17|10|13,Fem,20:46,F,Sat,0,0,0,10,0,0,13,0,17,0
20-Nov-2011,ECC5CE-4E3B4C-25CB99-AED206-77AA3D-D8470A-647EED-87A4E4-CC2B77-9C88F3,20|14|6|4|12|18|5|16|12|8,Fem,20:45,F,Sun,6,16,12,4,8,20,12,18,5,14
21-Nov-2011,647EED-87A4E4-77AA3D-4E3B4C-9C88F3-ECC5CE,5|4|5|20|9|11,fem,15:39,F,Mon,0,4,0,0,9,11,5,0,5,20
22-Nov-2011,D8470A-9C88F3-25CB99-ECC5CE-4E3B4C-647EED-87A4E4,7|17|12|14|11|10|19,-,8:43,-,Tue,12,19,0,0,17,14,0,7,10,11
23-Nov-2011,87A4E4-ECC5CE-25CB99-CC2B77-77AA3D-AED206-D8470A-9C88F3-647EED-4E3B4C,15|8|19|9|19|17|20|15|4|20,Masc,11:49,M,Wed,19,15,9,17,15,8,19,20,4,20
24-Nov-2011,4E3B4C-25CB99-AED206-87A4E4,5|12|18|9,M,12:51,M,Thu,12,9,0,18,0,0,0,0,0,5
25-Nov-2011,87A4E4-4E3B4C-77AA3D-ECC5CE-25CB99-CC2B77,11|10|7|17|4|18,fem,13:27,F,Fri,4,11,18,0,0,17,7,0,0,10
26-Nov-2011,D8470A-AED206-9C88F3,16|20|6,Masc,19:10,M,Sat,0,0,0,20,6,0,0,16,0,0
27-Nov-2011,647EED-25CB99-77AA3D,19|16|20,Masc,18:36,M,Sun,16,0,0,0,0,0,20,0,19,0
28-Nov-2011,D8470A-9C88F3-25CB99-CC2B77-AED206-4E3B4C-87A4E4-ECC5CE,11|10|11|4|9|5|15|7,masc,9:55,M,Mon,11,15,4,9,10,7,0,11,0,5
29-Nov-2011,D8470A-647EED-ECC5CE-CC2B77-87A4E4-AED206-25CB99,16|18|13|16|13|6|8,Female,14:02,F,Tue,8,13,16,6,0,13,0,16,18,0
30-Nov-2011,AED206-647EED-77AA3D-D8470A-25CB99-CC2B77-87A4E4,12|11|14|12|19|13|20,-,20:22,-,Wed,19,20,13,12,0,0,14,12,11,0
1-Dec-2011,647EED-87A4E4-4E3B4C-25CB99-ECC5CE-9C88F3-AED206,14|4|7|20|9|10|20,F,14:00,F,Thu,20,4,0,20,10,9,0,0,14,7
2-Dec-2011,25CB99-647EED-AED206,12|4|14,Fem,10:18,F,Fri,12,0,0,14,0,0,0,0,4,0
3-Dec-2011,D8470A-4E3B4C-647EED-87A4E4-ECC5CE-77AA3D-25CB99-AED206-9C88F3,18|10|5|20|5|15|6|10|10,F,14:39,F,Sat,6,20,0,10,10,5,15,18,5,10
4-Dec-2011,647EED-CC2B77-77AA3D-D8470A-AED206-ECC5CE-25CB99-9C88F3,11|15|17|14|18|5|16|15,masc,13:25,M,Sun,16,0,15,18,15,5,17,14,11,0
5-Dec-2011,77AA3D-4E3B4C-87A4E4-9C88F3-647EED-25CB99-CC2B77,4|6|14|7|4|5|15,Masc,15:29,M,Mon,5,14,15,0,7,0,4,0,4,6
6-Dec-2011,D8470A-CC2B77-4E3B4C-25CB99-ECC5CE-647EED-AED206-87A4E4,13|13|4|4|19|6|8|8,fem,9:07,F,Tue,4,8,13,8,0,19,0,13,6,4
7-Dec-2011,CC2B77-9C88F3-87A4E4-4E3B4C-25CB99-AED206,14|13|4|6|15|4,M,8:32,M,Wed,15,4,14,4,13,0,0,0,0,6
8-Dec-2011,87A4E4-25CB99-ECC5CE-9C88F3-D8470A-CC2B77-77AA3D-AED206-647EED,17|12|12|7|8|18|15|13|4,masc,11:43,M,Thu,12,17,18,13,7,12,15,8,4,0
9-Dec-2011,ECC5CE-D8470A-AED206-87A4E4-25CB99,7|8|11|5|5,Fem,20:48,F,Fri,5,5,0,11,0,7,0,8,0,0
10-Dec-2011,CC2B77-4E3B4C-25CB99-77AA3D-AED206-87A4E4-ECC5CE-9C88F3,13|16|13|7|13|10|15|19,Masc,11:43,M,Sat,13,10,13,13,19,15,7,0,0,16
11-Dec-2011,D8470A-ECC5CE-77AA3D-25CB99-87A4E4-4E3B4C-9C88F3-CC2B77-AED206-647EED,6|19|11|18|10|11|16|19|8|7,F,17:18,F,Sun,18,10,19,8,16,19,11,6,7,11
12-Dec-2011,ECC5CE-87A4E4-CC2B77-647EED-9C88F3-77AA3D-D8470A-AED206-4E3B4C-25CB99,10|14|18|13|17|11|8|12|16|7,M,14:40,M,Mon,7,14,18,12,17,10,11,8,13,16
13-Dec-2011,CC2B77-9C88F3-4E3B4C-25CB99-D8470A-647EED-ECC5CE-AED206-77AA3D-87A4E4,5|11|12|9|15|9|14|18|9|19,Masc,9:11,M,Tue,9,19,5,18,11,14,9,15,9,12
14-Dec-2011,647EED-9C88F3-AED206-D8470A-25CB99-87A4E4-77AA3D-4E3B4C-CC2B77-ECC5CE,4|18|13|5|17|8|4|5|20|13,-,18:19,-,Wed,17,8,20,13,18,13,4,5,4,5
15-Dec-2011,87A4E4-77AA3D-D8470A-ECC5CE,5|12|16|13,Masc,18:37,M,Thu,0,5,0,0,0,13,12,16,0,0
16-Dec-2011,87A4E4-AED206-4E3B4C-647EED-77AA3D-CC2B77-9C88F3-25CB99-ECC5CE,18|7|10|12|20|9|20|12|11,Fem,8:52,F,Fri,12,18,9,7,20,11,20,0,12,10
17-Dec-2011,CC2B77-4E3B4C-9C88F3-25CB99,4|19|19|8,Female,18:17,F,Sat,8,0,4,0,19,0,0,0,0,19
18-Dec-2011,AED206-4E3B4C-ECC5CE-87A4E4-9C88F3-77AA3D-CC2B77-25CB99-D8470A-647EED,4|6|11|13|11|4|11|15|15|7,fem,15:06,F,Sun,15,13,11,4,11,11,4,15,7,6
19-Dec-2011,647EED-CC2B77-ECC5CE-77AA3D-AED206,17|20|6|9|11,F,11:13,F,Mon,0,0,20,11,0,6,9,0,17,0
20-Dec-2011,77AA3D-9C88F3-D8470A-25CB99,7|10|8|16,Female,15:42,F,Tue,16,0,0,0,10,0,7,8,0,0
21-Dec-2011,ECC5CE-D8470A-647EED-4E3B4C-CC2B77-87A4E4-25CB99,15|19|12|18|6|15|11,Masc,19:26,M,Wed,11,15,6,0,0,15,0,19,12,18
22-Dec-2011,25CB99-CC2B77-ECC5CE-9C88F3-77AA3D-D8470A-AED206-647EED-87A4E4,14|11|19|5|8|7|18|9|14,Female,13:16,F,Thu,14,14,11,18,5,19,8,7,9,0
23-Dec-2011,ECC5CE-D8470A-77AA3D-AED206-25CB99-CC2B77-4E3B4C-87A4E4,17|14|11|7|20|7|16|13,Female,11:12,F,Fri,20,13,7,7,0,17,11,14,0,16
24-Dec-2011,647EED-25CB99-4E3B4C,11|19|5,-,12:17,-,Sat,19,0,0,0,0,0,0,0,11,5
25-Dec-2011,AED206-4E3B4C-9C88F3-25CB99-647EED,17|18|14|12|20,Female,10:24,F,Sun,12,0,0,17,14,0,0,0,20,18
26-Dec-2011,AED206-4E3B4C-25CB99-87A4E4-9C88F3-CC2B77-77AA3D-647EED,16|7|12|7|7|14|13|20,F,8:45,F,Mon,12,7,14,16,7,0,13,0,20,7
27-Dec-2011,647EED-9C88F3-87A4E4-AED206,18|9|12|10,-,10:37,-,Tue,0,12,0,10,9,0,0,0,18,0
28-Dec-2011,77AA3D-AED206-9C88F3,6|11|20,Male,15:40,M,Wed,0,0,0,11,20,0,6,0,0,0
29-Dec-2011,647EED-ECC5CE-77AA3D-9C88F3,14|19|5|9,Fem,20:41,F,Thu,0,0,0,0,9,19,5,0,14,0
30-Dec-2011,CC2B77-9C88F3-D8470A-77AA3D-AED206-25CB99-ECC5CE-87A4E4-4E3B4C-647EED,5|14|10|16|15|20|17|5|5|18,Masc,18:34,M,Fri,20,5,5,15,14,17,16,10,18,5
31-Dec-2011,77AA3D-25CB99-D8470A,16|5|6,Fem,9:20,F,Sat,5,0,0,0,0,0,16,6,0,0
1-Jan-2012,AED206-4E3B4C-CC2B77-87A4E4,17|17|19|6,Fem,8:23,F,Sun,0,6,19,17,0,0,0,0,0,17
2-Jan-2012,ECC5CE-87A4E4-647EED-4E3B4C-AED206-9C88F3,18|17|16|10|18|11,Masc,19:32,M,Mon,0,17,0,18,11,18,0,0,16,10
3-Jan-2012,AED206-D8470A-9C88F3-87A4E4-ECC5CE-25CB99-77AA3D-CC2B77-647EED-4E3B4C,8|7|5|9|4|20|10|8|10|11,Fem,19:23,F,Tue,20,9,8,8,5,4,10,7,10,11
4-Jan-2012,25CB99-647EED-ECC5CE-9C88F3-77AA3D,18|4|13|13|5,masc,15:48,M,Wed,18,0,0,0,13,13,5,0,4,0
5-Jan-2012,AED206-4E3B4C-CC2B77-ECC5CE-D8470A,11|10|11|9|9,Fem,8:47,F,Thu,0,0,11,11,0,9,0,9,0,10
